album,album_id,artist,artist_id,duration_ms,id,name,popularity,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence
Abaixo de Zero: Hello Hell,0d9km1VogLi6sN6S95ilyT,Black Alien,6aCbXH85qN6xo54C7atSMx,164902,786H6CRL3H5WNPnkqTfnNX,Aniversário de Sobriedade,58,0.457,0.865,0.507,0.0144,11,0.121,-8.494,0,0.19,88.003,0.543
Abaixo de Zero: Hello Hell,0d9km1VogLi6sN6S95ilyT,Black Alien,6aCbXH85qN6xo54C7atSMx,178666,4WCWGO3byHsIZCCT3CtsBN,Jamais Serão,56,0.527,0.602,0.496,0.0,11,0.154,-6.683,1,0.469,125.32,0.324
Abaixo de Zero: Hello Hell,0d9km1VogLi6sN6S95ilyT,Black Alien,6aCbXH85qN6xo54C7atSMx,87005,2hnnQ338q1r258tZcafvEi,Capítulo Zero,54,0.865,0.604,0.479,0.0007,3,0.128,-7.025,0,0.469,79.172,0.542
"Once in a Long, Long While...",1ezGhx45UJ43xwOerZxwEM,Low Roar,5WoWlP0ihSFIxnppxjwSgE,373318,0cT9mUeMqJYnvubixdGU0b,Don't Be so Serious,18,0.209,0.557,0.566,0.42,9,0.112,-12.563,0,0.0424,129.987,0.117
"Once in a Long, Long While...",1ezGhx45UJ43xwOerZxwEM,Low Roar,5WoWlP0ihSFIxnppxjwSgE,169805,5WXPe3Ivbc2Ctas4L0NAVw,Bones,27,0.255,0.508,0.411,0.00981,11,0.162,-9.857,0,0.0386,69.995,0.353
"Once in a Long, Long While...",1ezGhx45UJ43xwOerZxwEM,Low Roar,5WoWlP0ihSFIxnppxjwSgE,221187,0MnNDklKDH3IPmVlki8UmN,St. Eriksplan,17,0.731,0.486,0.236,0.601,11,0.12,-12.606,0,0.0278,98.062,0.194
"Once in a Long, Long While...",1ezGhx45UJ43xwOerZxwEM,Low Roar,5WoWlP0ihSFIxnppxjwSgE,223484,4IIeSviNOY6hq6oxRQy6ZW,Give Me an Answer,24,0.277,0.542,0.488,0.000112,7,0.598,-8.739,1,0.0381,80.012,0.465
"Once in a Long, Long While...",1ezGhx45UJ43xwOerZxwEM,Low Roar,5WoWlP0ihSFIxnppxjwSgE,244838,4BJWOx95acWuCPDXKkKAuO,Waiting - 10 Years,17,0.636,0.587,0.489,0.257,7,0.115,-12.757,1,0.092,155.039,0.227
"Once in a Long, Long While...",1ezGhx45UJ43xwOerZxwEM,Low Roar,5WoWlP0ihSFIxnppxjwSgE,234074,0CaJaFTCuBgBF6EA0AcofC,Without You,24,0.94,0.237,0.07,0.025,0,0.09,-19.499,1,0.0402,71.953,0.0557
"Once in a Long, Long While...",1ezGhx45UJ43xwOerZxwEM,Low Roar,5WoWlP0ihSFIxnppxjwSgE,253339,2g8eb8ib6WRZ4WOxGho5sk,Gosia,17,0.898,0.273,0.175,0.619,0,0.14,-17.349,1,0.0467,80.281,0.173
"Once in a Long, Long While...",1ezGhx45UJ43xwOerZxwEM,Low Roar,5WoWlP0ihSFIxnppxjwSgE,316524,1bXCUndJYecAu8YCpAgeHr,"Once in a Long, Long While...",13,0.00572,0.211,0.323,0.807,5,0.19,-10.452,1,0.0304,111.781,0.173
"Once in a Long, Long While...",1ezGhx45UJ43xwOerZxwEM,Low Roar,5WoWlP0ihSFIxnppxjwSgE,248687,1andFVcpbbxUDdcM0HTGrb,Crawl Back,13,0.813,0.129,0.298,0.978,6,0.272,-17.199,1,0.0368,90.633,0.0334
"Once in a Long, Long While...",1ezGhx45UJ43xwOerZxwEM,Low Roar,5WoWlP0ihSFIxnppxjwSgE,123099,5T04DuVCLWHvDSuZnGvk1R,Poznan,13,0.953,0.285,0.359,0.101,2,0.144,-15.167,0,0.0383,133.189,0.173
"Once in a Long, Long While...",1ezGhx45UJ43xwOerZxwEM,Low Roar,5WoWlP0ihSFIxnppxjwSgE,235047,3l7N7FzvpkIrv2PFkiiG1e,Miserably,13,0.963,0.126,0.1,0.433,7,0.0682,-19.24,1,0.0408,75.912,0.0713
"Once in a Long, Long While...",1ezGhx45UJ43xwOerZxwEM,Low Roar,5WoWlP0ihSFIxnppxjwSgE,324453,2sA7gpDtEt3YAvekqQhY4Y,13,15,0.959,0.264,0.0118,0.903,1,0.267,-28.244,1,0.0366,72.085,0.0453
Construção,7yrRo2o4XzDfv3mNnkPRE5,Chico Buarque,6tOsSffQQIXmK8TqsDck8t,198546,0iNom96XYENQmqpOwf04F2,Deus Lhe Pague,37,0.358,0.425,0.877,0.000141,0,0.324,-4.546,1,0.0405,144.697,0.582
Construção,7yrRo2o4XzDfv3mNnkPRE5,Chico Buarque,6tOsSffQQIXmK8TqsDck8t,168373,127twwy3iCo1xBRQHyWetU,Cotidiano,53,0.386,0.446,0.842,8.73e-06,7,0.0622,-5.099,0,0.0617,89.858,0.75
Construção,7yrRo2o4XzDfv3mNnkPRE5,Chico Buarque,6tOsSffQQIXmK8TqsDck8t,167413,0MoaSi9IqvlP2RPRn8Afm7,Desalento,35,0.28,0.484,0.711,0.004,10,0.169,-7.314,0,0.031,131.691,0.852
Construção,7yrRo2o4XzDfv3mNnkPRE5,Chico Buarque,6tOsSffQQIXmK8TqsDck8t,383626,3FIuBxOxuQ6kYy8JO0gq2a,Construção,57,0.212,0.476,0.741,1.91e-05,4,0.165,-5.504,0,0.0309,126.739,0.586
Construção,7yrRo2o4XzDfv3mNnkPRE5,Chico Buarque,6tOsSffQQIXmK8TqsDck8t,149480,1Zz26uUewyiMfQEKYgZ7oh,Cordao,35,0.352,0.53,0.723,0.000109,4,0.175,-9.134,1,0.035,75.8,0.814
Construção,7yrRo2o4XzDfv3mNnkPRE5,Chico Buarque,6tOsSffQQIXmK8TqsDck8t,236386,11lmp2S9QWfDIwr5Vl2KjR,Olha Maria,38,0.92,0.258,0.293,0.000476,0,0.311,-9.958,0,0.0305,102.895,0.096
Construção,7yrRo2o4XzDfv3mNnkPRE5,Chico Buarque,6tOsSffQQIXmK8TqsDck8t,159600,39HKNEpQz75dCJqDxH0xuD,Samba De Orly,39,0.0462,0.528,0.626,0.000149,0,0.246,-8.5,1,0.0929,103.786,0.746
Construção,7yrRo2o4XzDfv3mNnkPRE5,Chico Buarque,6tOsSffQQIXmK8TqsDck8t,119800,6BmiOymAiOcmThWDKLysFK,Valsinha,39,0.144,0.387,0.263,0.0,5,0.243,-11.922,0,0.0373,100.071,0.191
Construção,7yrRo2o4XzDfv3mNnkPRE5,Chico Buarque,6tOsSffQQIXmK8TqsDck8t,181306,4zkhHy9rojEZn3jarsPoFe,Minha Historia (Gesubambino),35,0.403,0.435,0.471,0.0,6,0.347,-7.218,0,0.0351,135.408,0.381
Construção,7yrRo2o4XzDfv3mNnkPRE5,Chico Buarque,6tOsSffQQIXmK8TqsDck8t,98866,7tAwx3iMgPQlciK4hjHNPL,Acalanto,31,0.844,0.178,0.258,0.000221,4,0.192,-11.148,0,0.0335,81.57,0.241
It's Time,1f9vWKabhNPNQnHLleExSh,Michael Bublé,1GxkXlMwML1oSg5eLPiAz3,237333,1AM8QdDFZMq6SrrqUnuQ9P,Feeling Good,70,0.533,0.535,0.548,1.48e-06,1,0.123,-6.51,1,0.037,115.144,0.477
It's Time,1f9vWKabhNPNQnHLleExSh,Michael Bublé,1GxkXlMwML1oSg5eLPiAz3,151533,4tOfFGuJWYXlUKAa6S6GTp,A Foggy Day (In London Town),43,0.427,0.403,0.53,0.0,6,0.543,-6.094,0,0.0423,149.191,0.619
It's Time,1f9vWKabhNPNQnHLleExSh,Michael Bublé,1GxkXlMwML1oSg5eLPiAz3,253973,41BxLqai6W39BVVAtzKSM1,You Don't Know Me,50,0.844,0.341,0.359,6.73e-05,0,0.103,-9.471,1,0.0356,185.064,0.301
It's Time,1f9vWKabhNPNQnHLleExSh,Michael Bublé,1GxkXlMwML1oSg5eLPiAz3,284373,14qF2dnsVGh5lOvD7E6wSm,"Quando, Quando, Quando (with Nelly Furtado)",60,0.778,0.643,0.427,9.49e-05,9,0.136,-9.196,1,0.0391,116.042,0.577
It's Time,1f9vWKabhNPNQnHLleExSh,Michael Bublé,1GxkXlMwML1oSg5eLPiAz3,225906,3lyLqIn8mybyEFTs8JJaLf,Home,72,0.844,0.608,0.37,1.87e-05,7,0.112,-9.207,1,0.0306,127.631,0.349
It's Time,1f9vWKabhNPNQnHLleExSh,Michael Bublé,1GxkXlMwML1oSg5eLPiAz3,194560,0vMFlnBBlh1PZLpKAWjH44,Can't Buy Me Love,43,0.552,0.401,0.598,0.0,10,0.342,-6.323,1,0.12,156.894,0.594
It's Time,1f9vWKabhNPNQnHLleExSh,Michael Bublé,1GxkXlMwML1oSg5eLPiAz3,227306,7DbqsBxxj4bUcEGiVUpk6m,The More I See You,43,0.21,0.483,0.38,0.0,8,0.21,-8.097,1,0.0391,118.177,0.372
It's Time,1f9vWKabhNPNQnHLleExSh,Michael Bublé,1GxkXlMwML1oSg5eLPiAz3,218613,3HKENICtez4Mz0tnUqpFIP,Save the Last Dance for Me,59,0.288,0.745,0.45,0.0,4,0.0538,-9.121,1,0.0354,133.952,0.807
It's Time,1f9vWKabhNPNQnHLleExSh,Michael Bublé,1GxkXlMwML1oSg5eLPiAz3,245666,1wiwNChjumfgxJ7MFX1rOC,Try a Little Tenderness,44,0.884,0.329,0.245,0.000182,2,0.188,-12.176,1,0.0359,112.809,0.14
It's Time,1f9vWKabhNPNQnHLleExSh,Michael Bublé,1GxkXlMwML1oSg5eLPiAz3,178666,0DVzogAcFqvyQbfiqwZjgB,How Sweet It Is,41,0.092,0.718,0.624,1.33e-06,7,0.119,-5.863,1,0.0843,132.998,0.297
It's Time,1f9vWKabhNPNQnHLleExSh,Michael Bublé,1GxkXlMwML1oSg5eLPiAz3,282266,0h5nNp2rYM8RK4q1TSeAvN,A Song for You (feat. Chris Botti),44,0.882,0.561,0.366,0.00282,5,0.129,-10.358,0,0.0391,110.539,0.306
It's Time,1f9vWKabhNPNQnHLleExSh,Michael Bublé,1GxkXlMwML1oSg5eLPiAz3,219933,03BrEhpXQHHyEMctjrtJTK,I've Got You Under My Skin,45,0.536,0.656,0.42,2.26e-06,3,0.11,-7.459,1,0.0442,127.853,0.42
It's Time,1f9vWKabhNPNQnHLleExSh,Michael Bublé,1GxkXlMwML1oSg5eLPiAz3,234866,64KhOoOJnNvijGs74xy6vu,You and I,54,0.9,0.334,0.135,0.000718,3,0.107,-12.601,1,0.0359,115.305,0.223
It's Time,1f9vWKabhNPNQnHLleExSh,Michael Bublé,1GxkXlMwML1oSg5eLPiAz3,221773,05BjbsGWP4UczpeL6ObGr4,Home - Remix,48,0.624,0.595,0.478,7.07e-05,7,0.19,-7.207,1,0.0276,131.689,0.167
It's Time,1f9vWKabhNPNQnHLleExSh,Michael Bublé,1GxkXlMwML1oSg5eLPiAz3,306333,5mB1ZxWnsTLcMiFymJpzV6,Feeling Good - Live,40,0.315,0.433,0.596,5.21e-05,3,0.944,-8.036,0,0.0441,122.125,0.211
Every Picture Tells A Story,4VykjLwkyfKMZVLrJJVrYh,Rod Stewart,2y8Jo9CKhJvtfeKOsYzRdT,359733,7cYuolexJpsjD91G6i7XIm,Every Picture Tells A Story,49,0.0574,0.546,0.859,0.0,7,0.0855,-9.745,1,0.0401,143.677,0.742
Every Picture Tells A Story,4VykjLwkyfKMZVLrJJVrYh,Rod Stewart,2y8Jo9CKhJvtfeKOsYzRdT,242173,51OBVi5ibdU7Wr4GjVW7lN,Seems Like A Long Time,33,0.641,0.522,0.51,0.000588,0,0.128,-12.5,1,0.0426,130.77,0.449
Every Picture Tells A Story,4VykjLwkyfKMZVLrJJVrYh,Rod Stewart,2y8Jo9CKhJvtfeKOsYzRdT,360826,1m6aymZ4u13p6GSiR8ul7i,That's All Right,34,0.688,0.358,0.706,3.48e-05,7,0.274,-12.126,1,0.133,168.426,0.298
Every Picture Tells A Story,4VykjLwkyfKMZVLrJJVrYh,Rod Stewart,2y8Jo9CKhJvtfeKOsYzRdT,228440,64Tb4aeVHFdjxpOp2X0uHn,Tomorrow Is A Long Time,35,0.706,0.417,0.296,0.000296,6,0.122,-13.083,1,0.0298,90.61,0.463
Every Picture Tells A Story,4VykjLwkyfKMZVLrJJVrYh,Rod Stewart,2y8Jo9CKhJvtfeKOsYzRdT,350266,6rovOdp3HgK1DeAMYDzoA7,Maggie May,73,0.559,0.605,0.574,0.113,2,0.0684,-10.536,1,0.0377,129.449,0.543
Every Picture Tells A Story,4VykjLwkyfKMZVLrJJVrYh,Rod Stewart,2y8Jo9CKhJvtfeKOsYzRdT,336560,4sWZwY8RQfK6Fc2pYC7tN1,Mandolin Wind,49,0.785,0.349,0.494,0.0655,4,0.066,-11.825,1,0.0342,157.777,0.342
Every Picture Tells A Story,4VykjLwkyfKMZVLrJJVrYh,Rod Stewart,2y8Jo9CKhJvtfeKOsYzRdT,323733,7s7ylhLGL0sV6TU9bzpN5S,(I Know) I'm Losing You,40,0.0848,0.392,0.801,0.201,7,0.121,-13.615,1,0.0597,106.702,0.442
Every Picture Tells A Story,4VykjLwkyfKMZVLrJJVrYh,Rod Stewart,2y8Jo9CKhJvtfeKOsYzRdT,250506,3rGuoVKM5CwEo7eHyeXYIB,(Find A) Reason To Believe,49,0.678,0.375,0.507,0.00139,7,0.26,-13.372,1,0.0414,138.216,0.475
Skylab,796WXNu8nXMv2mWvKwQ3Pq,Rogério Skylab,7nz8OOo3qPb9jvUp4WiTe8,209397,3OdCxmZWXEoBGnG2A5eQAt,Moto-Serra,19,0.358,0.675,0.3,2.98e-05,1,0.0332,-16.51,1,0.0494,130.031,0.134
Skylab,796WXNu8nXMv2mWvKwQ3Pq,Rogério Skylab,7nz8OOo3qPb9jvUp4WiTe8,277864,2g3veJ68xd610fApZP1gEx,Urubu,12,0.37,0.643,0.177,0.00191,0,0.0982,-17.618,1,0.0302,109.073,0.499
Skylab,796WXNu8nXMv2mWvKwQ3Pq,Rogério Skylab,7nz8OOo3qPb9jvUp4WiTe8,153391,0GMf5PepXa8VtTocE1oWSg,Matador de Passarinho,18,0.536,0.532,0.38,0.0157,6,0.111,-16.422,1,0.0577,133.564,0.686
Skylab,796WXNu8nXMv2mWvKwQ3Pq,Rogério Skylab,7nz8OOo3qPb9jvUp4WiTe8,231053,6RdrE0HDtmgCpK4gB0QjBJ,Matadouro das Almas,9,0.904,0.414,0.0767,0.00027,1,0.0657,-17.897,0,0.03,87.462,0.197
Skylab,796WXNu8nXMv2mWvKwQ3Pq,Rogério Skylab,7nz8OOo3qPb9jvUp4WiTe8,166530,61ArcK23yxbCoO9v0VtEiP,Derrame,11,0.0428,0.878,0.204,0.0275,1,0.103,-15.481,1,0.0735,127.924,0.875
Skylab,796WXNu8nXMv2mWvKwQ3Pq,Rogério Skylab,7nz8OOo3qPb9jvUp4WiTe8,185730,503ahufU3tFycY8pMukA2r,No Cemitério,6,0.0536,0.685,0.691,0.0,11,0.312,-12.107,0,0.0374,129.706,0.743
Skylab,796WXNu8nXMv2mWvKwQ3Pq,Rogério Skylab,7nz8OOo3qPb9jvUp4WiTe8,200620,2tvdxUP6LnA3a7b2UtAkwV,Funérea,11,0.0247,0.568,0.299,0.0,0,0.0764,-14.956,1,0.0577,120.086,0.561
Skylab,796WXNu8nXMv2mWvKwQ3Pq,Rogério Skylab,7nz8OOo3qPb9jvUp4WiTe8,255373,5T8AD35O9pNLE0gCT6fafu,Naquela Noite,13,0.925,0.415,0.104,1.4e-06,11,0.108,-19.093,1,0.0457,79.003,0.211
Skylab,796WXNu8nXMv2mWvKwQ3Pq,Rogério Skylab,7nz8OOo3qPb9jvUp4WiTe8,172695,6kECMLMiwJZ02dyZoYJHjz,Vampiro Mordido,5,0.664,0.346,0.377,2.39e-05,11,0.0947,-13.5,0,0.0363,84.551,0.194
Skylab,796WXNu8nXMv2mWvKwQ3Pq,Rogério Skylab,7nz8OOo3qPb9jvUp4WiTe8,225515,2z32XQNK0qHmFM5MGrohVQ,Pedigree,5,0.272,0.443,0.391,0.00159,1,0.112,-14.895,1,0.0502,154.415,0.427
Skylab,796WXNu8nXMv2mWvKwQ3Pq,Rogério Skylab,7nz8OOo3qPb9jvUp4WiTe8,210285,1voZKe2E7lxQN16SwJUEWb,Carne Humana,8,0.00674,0.716,0.532,0.00789,1,0.0803,-11.384,1,0.0803,80.549,0.546
Flat Earth Surf Club,1d4dSCqi3ecSouxrt2Wqvi,Goldwash,7yYa2im7sawSzuVkXx8W21,233351,68QeOeS4dOFx5uqo6JGiUx,My Own Devices,15,0.348,0.728,0.357,0.00621,8,0.0511,-9.742,1,0.0551,83.983,0.442
Flat Earth Surf Club,1d4dSCqi3ecSouxrt2Wqvi,Goldwash,7yYa2im7sawSzuVkXx8W21,240531,7FhDqg0c6YEmqRk3k8OnOS,You Don't Want to Feed the Fire Anymore,34,0.774,0.619,0.343,0.0184,4,0.232,-10.571,0,0.0601,82.811,0.252
Flat Earth Surf Club,1d4dSCqi3ecSouxrt2Wqvi,Goldwash,7yYa2im7sawSzuVkXx8W21,200175,10Do5aeomfFayeedWhEBAS,Over Again,33,0.712,0.734,0.366,0.028,5,0.11,-9.897,1,0.0326,91.093,0.25
Flat Earth Surf Club,1d4dSCqi3ecSouxrt2Wqvi,Goldwash,7yYa2im7sawSzuVkXx8W21,106498,5uscuK8FcezgMUqU9JEucI,"Flat Earth Surfing, Pt. 1",12,0.917,0.545,0.0916,1.55e-05,9,0.161,-19.311,1,0.0926,119.982,0.24
Flat Earth Surf Club,1d4dSCqi3ecSouxrt2Wqvi,Goldwash,7yYa2im7sawSzuVkXx8W21,175000,30OAmgnRDc5GMwYTCIa1vc,Set in Motion,17,0.527,0.656,0.28,0.00046,1,0.103,-9.575,0,0.0573,136.003,0.447
Flat Earth Surf Club,1d4dSCqi3ecSouxrt2Wqvi,Goldwash,7yYa2im7sawSzuVkXx8W21,191135,3UjYUalWDuUP8CQWof6Eut,Patience,14,0.262,0.821,0.497,0.00602,11,0.0933,-8.968,1,0.151,92.992,0.685
Flat Earth Surf Club,1d4dSCqi3ecSouxrt2Wqvi,Goldwash,7yYa2im7sawSzuVkXx8W21,190795,0vs9giGWpudsETKWVEq7yb,Rip,15,0.358,0.841,0.532,0.00534,1,0.0494,-8.857,1,0.0553,97.985,0.79
Flat Earth Surf Club,1d4dSCqi3ecSouxrt2Wqvi,Goldwash,7yYa2im7sawSzuVkXx8W21,64417,40gDoj6CHqP92Ge3gaCw5I,"Flat Earth Surfing, Pt. 2",11,0.178,0.761,0.407,0.9,0,0.4,-12.043,0,0.207,162.097,0.795
Flat Earth Surf Club,1d4dSCqi3ecSouxrt2Wqvi,Goldwash,7yYa2im7sawSzuVkXx8W21,270545,0LN0LVgtnLDrhs0lBq8kVZ,That Buzz,19,0.548,0.86,0.287,6.35e-05,10,0.117,-9.578,1,0.0618,138.019,0.568
Flat Earth Surf Club,1d4dSCqi3ecSouxrt2Wqvi,Goldwash,7yYa2im7sawSzuVkXx8W21,216014,03w8hctQp4Dz3pgXctrlu2,It's My Mess,13,0.385,0.823,0.371,0.255,11,0.104,-8.886,1,0.0608,173.946,0.569
Flat Earth Surf Club,1d4dSCqi3ecSouxrt2Wqvi,Goldwash,7yYa2im7sawSzuVkXx8W21,151365,55sDWyIFP3sIwTaiztbQqA,Only for a Little While,12,0.913,0.295,0.0616,7.9e-05,0,0.15,-16.651,1,0.0385,87.052,0.186
