name,album,album_id,artist,artist_id,id,popularity,duration_ms,speechiness,valence,mode,liveness,key,danceability,loudness,acousticness,instrumentalness,energy,tempo
The Kids Are Back,You Can't Stop Rock 'N' Roll,3KW5iWFnvhHtFoMHwWnUr5,Twisted Sister,7b85ve82Sh36a3UAx74wut,7xzmJPFQAn0O1ZYYtbGRlz,58.0,198800.0,0.131,0.547,1.0,0.218,0.0,0.557,-4.338,0.00366,1.83e-06,0.843,138.339
Black Diamond - Remastered 2016,Best Of (Remastered),0nNcvYfLnlpw3YGj4ka1QO,Stratovarius,1O8CSXsPwEqxcoBE360PPO,6v3UX3KGvhYwphqipOO84l,54.0,341000.0,0.0775,0.236,0.0,0.0804,1.0,0.388,-5.934,8.82e-05,0.0716,0.991,149.89
Evil,Melissa,2csZMxSEbMiDhiaZuEeuuv,Mercyful Fate,0W8edGiwAsv6HXF0Kyc2V9,6LGoJAyN1xAqF3VJZt0MKx,54.0,284960.0,0.114,0.554,1.0,0.0894,0.0,0.282,-9.455,0.000278,0.375,0.905,133.837
Fighting the World,Fighting The World,2Bju49iO98LXuJsY2vKEqg,Manowar,4CzUzn54Cp9TQr6a7JIlMZ,2tjb6V24kf6sDUdEFNf3m9,56.0,230560.0,0.0729,0.623,0.0,0.0787,6.0,0.649,-6.988,3.63e-05,0.469,0.909,131.919
Metal Health (Bang Your Head),Metal Health,3Q3rQ8FK1e9Fd9Gv9xm3CK,Quiet Riot,1dLWg6m8RRhizsdqJbhyj3,28clONjZmul6FjfO6tZQDE,63.0,316866.0,0.0808,0.507,1.0,0.228,2.0,0.494,-5.977,0.0434,0.00108,0.933,121.201
Since You Been Gone,Down To Earth (Deluxe Edition),2u29GGjQIFDze3GVdSEpDI,Rainbow,6SLAMfhOi7UJI0fMztaK0m,4N4guy1faBG6oseDnhjkWy,16.0,197866.0,0.0389,0.931,1.0,0.618,7.0,0.716,-4.204,0.551,5.68e-06,0.821,120.737
Wheels of Steel - 2009 Remastered Version,Wheels of Steel (2009 Remastered Version),6EGEGr4oY0PsV6yGBxeQ8J,Saxon,71vVmHeNgCVSa5SVmfvscU,4ie42LCUKcp68EnZOMw9PG,55.0,358698.0,0.0517,0.143,1.0,0.151,8.0,0.539,-6.651,0.00147,0.742,0.783,131.374
Fast As A Shark,Restless And Wild,5EQYYnFwrXo3PWSRICoFHj,Accept,3JDIAtVrJdQ7GFOX26LYpv,1zFarlqzxsE9I3QiwrdwJN,47.0,229866.0,0.0919,0.175,1.0,0.379,2.0,0.434,-14.802,5.4e-05,0.397,0.92,139.803
Between Angels And Insects,Infest,3VdXq4YQIt3ugs05SjFmsD,Papa Roach,4RddZ3iHvSpGV4dvATac9X,5VfqI7Adyk3P4wvWnoPB14,5.0,234466.0,0.0616,0.365,0.0,0.359,2.0,0.494,-3.272,0.000186,0.000163,0.953,93.6
One Step Closer,Hybrid Theory (Bonus Edition),6hPkbAV3ZXpGZBGUvL6jVM,Linkin Park,6XyY86QOPPrYVGvF9ch6wz,3K4HG9evC7dg3N0R9cYqk4,75.0,157333.0,0.0491,0.538,1.0,0.0787,9.0,0.492,-4.419,0.0014,1.32e-06,0.969,95.136
Happy?,Lost and Found,0dCRu5tVhx9fvbVZSxfjfP,Mudvayne,2Pfv2w8a20xzC7Dr7QXRqM,0INUE1K7cEiE8VH63Rv5RJ,69.0,216426.0,0.0965,0.383,0.0,0.275,5.0,0.546,-2.661,0.000823,2.11e-05,0.971,100.078
Aerials,Toxicity,6jWde94ln40epKIQCd8XUh,System Of A Down,5eAWCfyUhZtHHtBdNk56l1,4e9eGQYsOiBcftrWXwsVco,75.0,235053.0,0.0566,0.227,0.0,0.0696,0.0,0.364,-4.217,0.000918,0.035,0.922,79.342
Break Stuff,Greatest Hitz,50na3UenOpUOS1uuWXM0AY,Limp Bizkit,165ZgPlLkK7bf5bDoFc6Sb,2YC6ET3q1F29B0V7UcPV70,60.0,166653.0,0.165,0.617,1.0,0.0475,8.0,0.427,-5.399,0.00325,6.12e-05,0.908,108.681
Chop Suey!,Toxicity,6jWde94ln40epKIQCd8XUh,System Of A Down,5eAWCfyUhZtHHtBdNk56l1,2DlHlPMa4M17kufBvI2lEN,82.0,210240.0,0.12,0.286,0.0,0.132,7.0,0.419,-3.908,0.000278,0.0015,0.934,127.288
Papercut,Hybrid Theory (Bonus Edition),6hPkbAV3ZXpGZBGUvL6jVM,Linkin Park,6XyY86QOPPrYVGvF9ch6wz,1Vej0qeQ3ioKwpI6FUbRv1,74.0,184866.0,0.113,0.661,1.0,0.623,9.0,0.524,-3.994,0.00022,0.0,0.939,150.184
Bodies,Sinner (Unlucky 13th Anniversary Deluxe Edition),74n5sNia8GcWvAeJ1z40Tb,Drowning Pool,1E4r4z7ivGUcSAnCbINJ9v,1cqWEQ6TRfYr3SBNh7Ni2w,58.0,202466.0,0.081,0.586,0.0,0.104,4.0,0.613,-4.314,0.00212,0.000584,0.919,130.937
Last Resort,Infest,3VdXq4YQIt3ugs05SjFmsD,Papa Roach,4RddZ3iHvSpGV4dvATac9X,5eek2X5459T1HoYJk2CKXv,19.0,199893.0,0.0624,0.724,0.0,0.268,4.0,0.581,-3.659,0.000504,0.00111,0.887,90.578
Falling Away from Me,Issues,5U0pevIOTrPoDsN8YsBCBh,Korn,3RNrq3jvMZxD9ZyoOZbQOD,2F6FfZ4w8z3eJpSxPotVO5,71.0,270920.0,0.041,0.17,1.0,0.271,4.0,0.468,-7.036,0.00014,0.00124,0.769,104.102
Toxicity,Toxicity,6jWde94ln40epKIQCd8XUh,System Of A Down,5eAWCfyUhZtHHtBdNk56l1,0snQkGI5qnAmohLE7jTsTn,79.0,218933.0,0.0535,0.481,1.0,0.204,8.0,0.413,-4.151,0.000264,0.0025,0.873,116.681
Youth of the Nation,Satellite (U.S. Version WEA Distribution),4eUmncMYQRg0Ot29KKqbuk,P.O.D.,6KO6G41BBLTDNYOLefWTMU,0UrWr7Jnu1heq1o99ZwUd0,72.0,256240.0,0.0621,0.517,1.0,0.39,8.0,0.563,-7.533,0.00834,0.0106,0.86,97.867
Awake,Awake,3GuHg26Zg5jjIQmT9aTwBh,Godsmack,6gZq1Q6bdOxsUPUG1TaFbF,4nutsbzI8q1Ha2Vs0dkeqJ,3.0,304373.0,0.0549,0.492,1.0,0.31,5.0,0.406,-4.107,1.79e-05,0.00396,0.755,111.813
Got the Life,Follow The Leader,0gsiszk6JWYwAyGvaTTud4,Korn,3RNrq3jvMZxD9ZyoOZbQOD,6nJPHXRpKYv2yqtalEjKy5,70.0,225306.0,0.0518,0.584,0.0,0.383,11.0,0.501,-5.721,1.88e-05,0.765,0.905,123.277
Spit It Out,Slipknot (10th Anniversary Edition),2dL9Q5AtIv4Rw1L6lKcIUc,Slipknot,05fG473iIaoy82BF1aGhL8,2W2eaLVKv9NObcLXlYRZZo,67.0,159773.0,0.0775,0.534,1.0,0.254,7.0,0.331,-4.599,0.0309,5.62e-06,0.946,139.965
Sugar,System Of A Down,4T0mAffZnPKUW2QTcSX5zG,System Of A Down,5eAWCfyUhZtHHtBdNk56l1,1Ym3JWJG8HFJU2NbXavZ6a,50.0,153800.0,0.261,0.586,1.0,0.258,1.0,0.451,-2.693,0.00167,0.00215,0.889,131.073
I Stand Alone,Faceless,1iNAtkD0iP1wEE8ItzfjZk,Godsmack,6gZq1Q6bdOxsUPUG1TaFbF,6eYUbXmncekAKMYZcsSkyD,64.0,246040.0,0.0666,0.385,1.0,0.126,8.0,0.216,-4.475,4.19e-05,0.0,0.923,167.498
Crawling,Hybrid Theory (Bonus Edition),6hPkbAV3ZXpGZBGUvL6jVM,Linkin Park,6XyY86QOPPrYVGvF9ch6wz,57BrRMwf9LrcmuOsyGilwr,75.0,208960.0,0.0337,0.299,1.0,0.536,4.0,0.58,-5.565,0.0466,3.2e-06,0.702,105.076
Blind,Korn,7D3XFJlfZIkmGWqZXm2X8z,Korn,3RNrq3jvMZxD9ZyoOZbQOD,1pr9TZGOXeJUggIal1Wq3R,65.0,258266.0,0.178,0.226,1.0,0.159,2.0,0.283,-8.165,0.00678,0.0038,0.891,92.049
My Way,Chocolate Starfish And The Hot Dog Flavored Water,5mi7FKaWE5CtcOjdyxScA7,Limp Bizkit,165ZgPlLkK7bf5bDoFc6Sb,2gSVKxPDww9Eep5rdvtdem,71.0,272973.0,0.046,0.591,1.0,0.687,6.0,0.587,-3.989,0.0188,0.0,0.873,97.068
Alive - 2006 Remaster,Greatest Hits [The Atlantic Years],1i3YXOzNkaykTt6CxWGOOU,P.O.D.,6KO6G41BBLTDNYOLefWTMU,3IRovqSVYx3CNtDWRebsET,58.0,203693.0,0.0756,0.55,0.0,0.31,2.0,0.409,-3.761,1.23e-05,0.000156,0.952,80.899
Halo,Scars (Expanded Edition),2XLiRCMRy5WuuF373tKBZ8,Soil,4PoYwGOztIrPpBfRIlMSxP,1QixTwDZCcfBzA7QMyont0,63.0,195653.0,0.0649,0.438,1.0,0.0582,3.0,0.529,-4.168,2.87e-05,0.00202,0.92,111.132
When Worlds Collide,Tonight The Stars Revolt,6ddsr0JgiHHEN0FBGwme21,Powerman 5000,5imUS9dQyCbAjUEJJ9QyWC,4xfcKZRY6LnjfZwE5lVJp0,3.0,177960.0,0.0756,0.581,1.0,0.295,11.0,0.56,-4.77,0.00125,0.0,0.903,143.828
Rollin' (Air Raid Vehicle),Chocolate Starfish And The Hot Dog Flavored Water,3hGM52SddRWwI4yatyZYmb,Limp Bizkit,165ZgPlLkK7bf5bDoFc6Sb,1jH2IzZ7JnixFoGG6XSnpf,12.0,213760.0,0.175,0.682,1.0,0.271,9.0,0.604,-3.326,0.00516,0.0,0.931,96.249
Crawling In The Dark,Hoobastank,31WICFGGJBKetL5NZG5nbg,Hoobastank,2MqhkhX4npxDZ62ObR5ELO,1eK4KsyjAzr2xJ86Tj5SWa,6.0,175026.0,0.0885,0.698,0.0,0.138,6.0,0.592,-4.491,0.000295,7.59e-05,0.932,93.675
Somewhere I Belong,Meteora (Bonus Edition),0f7R0jf0pcTb6K6IVVPcMD,Linkin Park,6XyY86QOPPrYVGvF9ch6wz,3fjmSxt0PskST13CSdBUFx,71.0,213933.0,0.0645,0.442,1.0,0.261,1.0,0.451,-3.754,0.00038,2.39e-06,0.951,162.065
Getting Away With Murder,Getting Away With Murder,6qYX7DV3MUGGgym5DE2jVQ,Papa Roach,4RddZ3iHvSpGV4dvATac9X,0OkaE77hUGZJ5duC2IvNta,2.0,191372.0,0.0584,0.342,1.0,0.239,8.0,0.557,-3.776,0.000128,3.31e-05,0.97,103.877
Nookie,Significant Other,3HCCUaRSjHSFOe4fqE0BiP,Limp Bizkit,165ZgPlLkK7bf5bDoFc6Sb,1TEZWG1FdjzDdercCguTwj,65.0,289560.0,0.0907,0.294,1.0,0.712,11.0,0.548,-5.967,0.00237,0.163,0.926,97.55
Smooth Criminal,Anthology,5klPnHQ5dy6Qm2Ul7h1lp5,Alien Ant Farm,6TZdvF1kFzwnQLgHQynzsO,5z6xHjCZr7a7AIcy8sPBKy,74.0,209266.0,0.06,0.875,0.0,0.15,9.0,0.647,-4.225,0.00434,0.0036,0.964,126.942
Mudshovel,Dysfunction,4fLp0YBi1chfMHSBkIeI6w,Staind,5KDIH2gF0VpelTqyQS7udb,6264zKFgXM13JuRBX4MMyD,65.0,282093.0,0.0362,0.341,1.0,0.0818,6.0,0.328,-5.085,0.000224,0.000944,0.826,106.606
The Heretic Anthem,Iowa (Reissue),5Zs0mNCTs73CqPKbZPWFX9,Slipknot,05fG473iIaoy82BF1aGhL8,3OYZWMm5m2DEwq2Tc1ukTh,63.0,254000.0,0.185,0.14,1.0,0.152,1.0,0.451,-4.143,0.000562,0.00479,0.993,100.827
She Loves Me Not,lovehatetragedy,79t2bX5lRZEWS3xukAdVQj,Papa Roach,4RddZ3iHvSpGV4dvATac9X,1FkgHW6Rnravvt6uVd3DGB,4.0,209572.0,0.0798,0.39,1.0,0.296,2.0,0.601,-4.507,0.00103,0.0,0.954,119.12
My Generation,Chocolate Starfish And The Hot Dog Flavored Water (Explicit Version),7McxSOyMEbKhHlCqBIaQ6w,Limp Bizkit,165ZgPlLkK7bf5bDoFc6Sb,0D7x56gG2duhTUFG5s1BHJ,2.0,221000.0,0.211,0.349,1.0,0.0962,6.0,0.463,-2.378,0.00258,4.6e-06,0.977,104.959
Jumpdafuckup,Primitive (Special Edition),5d9Rip6cM1xM8uYVepN70l,Soulfly,6159IBm5gLPwG4BcJXseXc,1UwwbPgKGOoSbqqHm9Xxzn,58.0,311986.0,0.0801,0.235,1.0,0.127,2.0,0.598,-4.86,0.00951,2.86e-05,0.954,100.98
Poem,Welcome,713d2aig86cskmj4zdL9nR,Taproot,319rafipfKvd4cqaOwWIvA,7mQwxVogsnpR3h6AJLQLlR,58.0,189200.0,0.107,0.666,1.0,0.086,7.0,0.364,-2.968,0.000104,0.0025,0.912,105.368
For You,Break the Cycle,0HogGfosAvj4tF3GTv2KIE,Staind,5KDIH2gF0VpelTqyQS7udb,3gAZuCwnlRkAjcnP1Q4yzu,50.0,206200.0,0.442,0.3,1.0,0.0981,10.0,0.318,-2.683,0.0603,4.68e-06,0.958,163.089
The Only,Shadow Zone (U.S. Version),6ArsYtEDpoPxrCQXG4rHw3,Static-X,7JDSHlDdVTo7aZKdQZ53Vf,35ZmCVnfYRdK1iLGCxNhMa,63.0,171106.0,0.225,0.292,1.0,0.129,1.0,0.428,-2.929,7.04e-05,0.0,0.979,104.84
Control,Come Clean (Repackaged International Version),6hwbHXJsHxC2FDKqN7cGfd,Puddle Of Mudd,3dXaa6jwM7B52GZpaJEIr5,5BIrgOmmKAWMVYJ9WPykim,3.0,230066.0,0.0922,0.612,1.0,0.297,6.0,0.44,-3.435,0.00355,0.0,0.912,163.977
The Red,Wonder What's Next (Expanded Edition),481JiVXZYUlTtqlv9ewJXV,Chevelle,56dO9zeHKuU5Gvfc2kxHNw,1gyee1JuFFiP476LQpRMYU,70.0,238400.0,0.0488,0.332,0.0,0.348,1.0,0.509,-3.318,0.000671,0.000803,0.843,140.055
Praise,Animosity,1ZGRVRW8pVfkewIaOd0F9x,Sevendust,35Uu85Pq33mK8x1jYqsHY2,4XQjMZk25a7QjKKj5GdVEI,40.0,218893.0,0.105,0.453,1.0,0.0313,6.0,0.567,-3.716,0.000243,2.59e-06,0.917,131.897
Breaking Me Down,Scars,2h9pGOK3WpnKM6sJjILl5E,Soil,4PoYwGOztIrPpBfRIlMSxP,2ancrG9a7j8JeR07jWD6be,56.0,152973.0,0.153,0.696,1.0,0.253,11.0,0.526,-4.149,0.000318,0.0,0.972,150.922
Taste of Regret,Taste of Regret,0rRovslVT0e3rekVYsOMfo,Of Mice & Men,4tususHNaR68xdgLstlGBA,2qteWVf7459okiPxGwgyez,60.0,208272.0,0.048,0.39,1.0,0.373,8.0,0.58,-3.529,3.01e-05,0.00353,0.981,105.011
Unsainted,Unsainted,6OmUwiZBss5csDAD3IAhdD,Slipknot,05fG473iIaoy82BF1aGhL8,2093eVNfimjmNjU1gk1ES7,55.0,260276.0,0.0565,0.248,1.0,0.0625,7.0,0.427,-2.885,0.000197,0.0159,0.944,101.078
You'll Never Find Me,You'll Never Find Me,4XucqZK1zp6BGA888pkJb3,Korn,3RNrq3jvMZxD9ZyoOZbQOD,619hpcXgBy1EOwOT27cn5s,51.0,220880.0,0.0786,0.177,1.0,0.187,8.0,0.581,-5.013,9.07e-05,0.124,0.903,107.028
Gasoline,TRAUMA,2QRU8jGOJHDMrCTPKIHVik,I Prevail,3Uobr6LgQpBbk6k4QGAb3V,6Q1m1GyNxyOwZ2ud3p7XoS,69.0,153613.0,0.0531,0.545,1.0,0.724,1.0,0.546,-4.399,0.000311,0.0,0.945,135.128
Killing Me Slowly,Killing Me Slowly,4JJYvxmSDCIExVj13cWCes,Bad Wolves,0eI3X5rAzHRZVe5FPk4MN1,6E5gsJm3t0RqmiHBfUBaya,66.0,237065.0,0.0774,0.276,0.0,0.204,1.0,0.345,-4.175,0.000725,2.98e-06,0.89,137.973
The Signal Fire (feat. Howard Jones),Atonement,6kkUp557e0o5k0dRBfohJZ,Killswitch Engage,37394IP6uhnjIpsawpMu4l,2Fup9XFE9sXWu9Qft2Q7ZB,61.0,185066.0,0.0672,0.192,1.0,0.349,5.0,0.493,-4.222,4.42e-05,4.99e-06,0.984,103.963
Carry the Weight,Carry the Weight / From the First Note,1LWKl74lrLudXEtmIUDr3o,We Came As Romans,6qO6LhD6FuXK5e2PtfAIMz,17aUTUaDHrwv49PViccjy9,51.0,229266.0,0.0493,0.31,1.0,0.2,1.0,0.48,-4.049,0.000125,0.000755,0.952,127.151
PA PA YA!!,Elevator Girl - English ver - / PA PA YA!! / Starlight,4JlzKT2KmGuFP1pAY8hAR4,BABYMETAL,630wzNP2OL7fl4Xl0GnMWq,6ntnGBghRbedxer8EsOYsY,35.0,235159.0,0.157,0.432,0.0,0.346,10.0,0.521,-0.755,0.00285,0.00116,0.989,158.036
7empest,Fear Inoculum,7acEciVtnuTzmwKptkjth5,TOOL,2yEwvVSSSUkcLeSTNyHKh8,0gGfmw4csswZmFPj9YK8GW,71.0,943528.0,0.0369,0.386,1.0,0.0957,7.0,0.323,-7.397,7.35e-05,0.834,0.803,144.755
DEUTSCHLAND,DEUTSCHLAND,3R7mUm3SZhV3BIIY7FMrU1,Rammstein,6wWVKhxIU2cEi0K81v7HvP,1T8IRUJBga0JXioJZvxjBR,73.0,322339.0,0.0442,0.237,1.0,0.0985,7.0,0.521,-5.242,5.54e-05,0.349,0.895,120.117
Reckless,Reckless,0nd9VY90TYG8TuZpiU3boV,Lacuna Coil,4OAddazJM576euUnFSvXSL,7hEk5UTV73GwV9mjw8fBy8,56.0,185066.0,0.0608,0.313,0.0,0.21,11.0,0.4,-3.469,2.97e-05,0.0106,0.89,158.053
The Hunted (feat. Sully Erna),The Hunted,6WUvlN7aMwYXJCIsVDKqQo,Saint Asonia,6Fwq3TDWpMhcL1KTKVQiI8,08vJxMYhmZu6YTWqVmLgrA,62.0,223357.0,0.182,0.263,0.0,0.158,2.0,0.322,-4.553,1.52e-05,9.61e-06,0.95,199.958
Oh My God,Oh My God,1f2OVhqcB3vM5oev9MiYLx,HELLYEAH,4hxDvVq5t8ebPYPdBl1F9f,5KeMe6s7NC1h9Xg7CgDbYO,56.0,252689.0,0.198,0.35,0.0,0.248,6.0,0.315,-2.912,0.000368,0.0,0.975,159.455
Kickback,Kickback,5ANP0y2xAOvpAfMkfkjOTv,Stray From The Path,5tGG1slV9pkcydU5eQSIvm,4i4qBfTNCD5ybes1NauU2g,52.0,207206.0,0.102,0.149,1.0,0.325,1.0,0.399,-2.719,3.48e-05,5.08e-05,0.968,93.144
Heart of the Hurricane,Heart of the Hurricane,71Z0jEmWKd3ddWwlVMnqHf,Beyond The Black,6swnqiL41Bd4gO2fnAXXrf,61rja0EnFEZOFAZHtwXs0Q,27.0,219998.0,0.0422,0.334,0.0,0.294,2.0,0.491,-5.743,4.69e-05,0.0,0.833,140.005
All Pride No Pain,All Pride No Pain,1BVvHpjzpIhvfC98htOt9z,Upon A Burning Body,1bPBx2qbpWzEoLujeHC3G7,2jwkM797DoehZMTIqB1BHI,56.0,207398.0,0.198,0.159,0.0,0.264,4.0,0.594,-6.072,0.00017,0.359,0.933,108.041
Ambiramus,Ategnatos,0L3yGcpTb2wxAZSjYDB1US,Eluveitie,5X0N2k3qMnI8kSrGJT3kfT,0gtyzXdxMyCSnn5QBer9AA,52.0,173213.0,0.0968,0.471,1.0,0.662,6.0,0.433,-4.707,0.00841,0.0,0.91,126.321
Highway to Oblivion,Highway to Oblivion,39cYek0C5Z5XffceNuMXhg,DragonForce,2pH3wEn4eYlMMIIQyKPbVR,6BRLG3jvQAOiI0NIRsiiVP,43.0,408120.0,0.302,0.13,1.0,0.0625,2.0,0.295,-4.089,0.000906,9.46e-05,0.984,199.957
Cold,Cold / You'll Never Find Me,12taAGGgV6iUJEGLAT98T6,Korn,3RNrq3jvMZxD9ZyoOZbQOD,0IpHg3kAiR9Qf1VJbGrmsY,49.0,225731.0,0.141,0.337,1.0,0.0751,2.0,0.408,-3.082,0.00197,0.00106,0.92,101.44
Dignity,Dignity,4R9oIK2PbEz1D2aFURWb8E,Opeth,0ybFZ2Ab08V8hueghSXm6E,12B5BasX49diYD9E8CiFvW,40.0,396053.0,0.0561,0.128,0.0,0.741,4.0,0.446,-8.907,0.00211,0.385,0.734,120.085
My Own Grave,Shaped by Fire,7IDkg1D8oKyPDy5XwCg5e9,As I Lay Dying,2vd2HnNh4pdYa9gDVHFjEu,1eblwcX9HlpO9tqZbbeadM,55.0,253317.0,0.25,0.0399,0.0,0.0535,5.0,0.475,-4.978,0.000113,0.0127,0.994,125.033
Steh auf,Steh auf,231la1R3Z2UWS0rjRTIm9U,Lindemann,65A714FqhSPjoFZeffQbTv,1GDl9OOKwfxVDV8jh6zce9,67.0,184680.0,0.0427,0.486,0.0,0.0589,4.0,0.395,-4.05,9.55e-05,5.94e-05,0.958,74.982
Viva La Victoria,Viva La Victoria,22VcmOjOj8Dx7GBcYmFu8A,Eclipse,23ajwxFk5RBpPERZrcjHUr,0TpukZ7KJGyxYGFe6AgtOD,56.0,191669.0,0.0522,0.572,1.0,0.103,4.0,0.544,-6.161,0.00266,1.48e-06,0.944,135.076
Unleashed,Unleashed,6mIPsr2JBLYYJT9VHvTpF8,Killswitch Engage,37394IP6uhnjIpsawpMu4l,43p3yUycoSonKPKIjsWWo7,52.0,275177.0,0.0607,0.133,1.0,0.168,7.0,0.531,-7.243,0.000158,0.000788,0.984,120.016
Universe,Universe,09IpPA2qwJeHgXj7l9P6gR,Edge Of Paradise,45MvWoWLKlKglPHeKiVlJY,4J2aPhC2ODvSURePYP5DqE,48.0,243026.0,0.0358,0.228,0.0,0.175,7.0,0.512,-7.495,2.04e-05,0.76,0.796,125.121
Nero Forte,We Are Not Your Kind,754RY5WpZ2LTUZsk8kDBju,Slipknot,05fG473iIaoy82BF1aGhL8,56fiFTRrSiHHH3gBeaTg2P,74.0,315177.0,0.0846,0.496,1.0,0.138,7.0,0.336,-2.358,0.000437,0.000525,0.978,129.842
Low,Low,5Ed5BLBe8nrbYustlXucwy,Wage War,6bu7CtcOMWcS0BMq7snHW6,0OiqmkoWLbaq2S7rvlwPSF,50.0,228447.0,0.0798,0.251,1.0,0.0758,1.0,0.535,-4.146,2.15e-05,0.733,0.972,129.995
MAYDAY (feat. Ryo from Crystal Lake),THE SIDE EFFECTS,1BGWyz8x5J2qChX1X0r60e,coldrain,4pCVGaLWxDe4d8bsjsnmUM,2wJJNgD6GrKoQ435VxTRv6,60.0,227011.0,0.209,0.488,0.0,0.246,10.0,0.522,-4.576,5.53e-05,0.0,0.97,121.054
Down,Down,0aXBwY5rrZTlxuu0T34nII,Betraying The Martyrs,4tEWLl4loWFLgs25trNnro,0AW4s0lEvbGqBYG9jwgxIR,51.0,206763.0,0.1,0.387,1.0,0.354,2.0,0.375,-3.572,5.57e-05,0.301,0.973,175.017
Protection,Protection,5WmxHKFdBeEZYtgT7yCRFc,Alcest,0d5ZwMtCer8dQdOPAgWhe7,44BNyVL3bgEMxwpn0cQ3Yo,46.0,349968.0,0.0562,0.171,1.0,0.035,6.0,0.156,-8.03,1.99e-05,0.806,0.901,145.627
No Absolution,No Absolution,5KxFFFGTWgff5YGl6EfOsN,Lost Society,5Vy1NbrZXTMTAGFa4Im6hN,3TG250zay6SvwFwQpEqnEr,52.0,249893.0,0.0532,0.425,1.0,0.18,9.0,0.523,-4.74,2.64e-05,0.00861,0.94,124.027
Lay Down,Lay Down,0wUmPE0OIxUOS5VmP9oNBi,Life Of Agony,4gyzQpfG5YQZJt2jj0IkEl,3jgxLUpNPfi3kz8z82YydF,23.0,229346.0,0.0269,0.388,0.0,0.207,4.0,0.637,-5.462,2.28e-05,0.391,0.83,115.966
Judgement (& Punishment),Judgement (& Punishment),1rdD03sOLqU6iqPOEsGAFN,Jinjer,7o6cOczXTB8ioTAAJTbESf,2Jba2VUVpZD7yr5AQl3z6K,31.0,259500.0,0.136,0.395,0.0,0.152,4.0,0.409,-3.759,0.000296,0.000216,0.963,195.076
Wintersaga,Wintersaga,1Ohza1UQXhfLVWO3ikY44A,Wind Rose,67ps5pbKVO7V9Fcb4lTIXz,4hvhq0YKigkoqZiMx1aFyS,22.0,311869.0,0.0625,0.274,1.0,0.339,0.0,0.487,-4.27,5.71e-06,0.611,0.969,114.992
Trapped in the Grasp of a Memory,A Different Shade of Blue,0H8pB7p68Ynf3w9AxjQW9H,Knocked Loose,4qrHkx5cgWIslciLXUMrYw,4Tjfyf4zJi7xyXaPdr8AiQ,54.0,233483.0,0.191,0.0968,1.0,0.862,10.0,0.293,-3.618,0.000211,2.5e-05,0.961,91.361
Drowning In The Sound,Drowning In The Sound,2NpAvxFCF4HHkLn8VfuNJo,Trivium,278ZYwGhdK6QTzE3MFePnP,4nnoWkdf9ZSQJnMQhmxyMj,59.0,223200.0,0.153,0.245,1.0,0.354,6.0,0.478,-4.157,0.00114,0.000122,0.972,100.05
SAVAGES,The Silver Scream,3DVjLNjzyZBVc8eZcJoulz,Ice Nine Kills,52qKfVcIV4GS8A8Vay2xtt,6ZfTIN0gmZft7Ewe9gjOyR,60.0,177853.0,0.133,0.406,1.0,0.409,6.0,0.476,-2.24,0.000361,3.25e-06,0.99,130.97
I Am Above,I Am Above,2gocWkA7KIxe4DN7CqKuJQ,In Flames,57ylwQTnFnIhJh4nu4rxCs,6RbSpgqV4oDW0x6NxeHlqn,5.0,229816.0,0.108,0.191,0.0,0.0689,10.0,0.544,-4.495,3.42e-05,6.85e-06,0.98,120.026
Brand New Numb,Brand New Numb/Disguise,4v1UzWSBBr1RICtdwTIn7E,Motionless In White,6MwPCCR936cYfM1dLsGVnl,4KTgD62vgozCfk2Inbo9fm,16.0,222461.0,0.0902,0.619,1.0,0.494,0.0,0.566,-3.63,0.000348,0.0,0.886,130.066
Counterfeit,Counterfeit,7DRM9OMs2RaWF0i43OF4BP,Wolves At The Gate,0Z88iXWc4YVhtu1eFtsGk6,0nER4VGgRAjyxtM9f1H43I,51.0,172733.0,0.0506,0.333,1.0,0.591,1.0,0.469,-3.535,1.08e-05,0.0,0.977,95.009
Black Bear,Black Bear,5ywO3h2GRl92vsfXEQOp9F,Whitechapel,5274obTQJjzjyycRyJlfml,5A1osAdluttp6Cw186NpUD,47.0,188538.0,0.187,0.133,1.0,0.0403,0.0,0.517,-4.29,0.000252,0.717,0.994,105.145
HAUNT ME,HAUNT ME,5XgcceOVdqIRC6CMUyqun0,While She Sleeps,38LdIuxB548zgHoEY2AN7a,0iGq43WpzuMfwUUEjY4wHK,54.0,271500.0,0.0912,0.269,0.0,0.23,5.0,0.485,-4.864,0.0014,8.19e-06,0.968,91.973
New Gods,Human Target,4RKvBFRoBD45oZ9z1VyKyU,Thy Art Is Murder,3et9upNERQI5IYt5jEDTxM,70TLs0LJ6hG2m7lq21kqdV,37.0,181097.0,0.161,0.0582,0.0,0.0752,4.0,0.388,-3.296,4.34e-05,0.0,0.979,140.03
Fade,Fade,5ipLw8pJR65yPyylZCqBT0,Catch Your Breath,2fqPOGxG12nEERj8YG7p22,6GS7dWKyY8vCJHaThLZVEz,49.0,205750.0,0.105,0.204,1.0,0.0681,2.0,0.59,-5.628,0.00027,2.2e-06,0.873,119.978
Who I Am,Pressure,0pnwvTTXGd8UkjlGov4l5Q,Wage War,6bu7CtcOMWcS0BMq7snHW6,1X8ZRIoNFyJM4sqTXbMDga,29.0,221760.0,0.155,0.209,1.0,0.621,1.0,0.502,-3.423,0.000909,1.46e-06,0.968,106.994
