name,album,album_id,artist,artist_id,id,popularity,duration_ms,speechiness,valence,mode,liveness,key,danceability,loudness,acousticness,instrumentalness,energy,tempo
Nate's Theme 2.0,Uncharted 2: Among Thieves (Original Video Game Soundtrack),7AeuCduXts5efoVLam7dUk,Greg Edmonson,2O0YGVBPONB6lPJYxb0q3w,2xJCwA0WygA4INcY2tMQ5g,46.0,105515.0,0.044,0.402,1.0,0.12,7.0,0.294,-14.639,0.245,0.927,0.395,127.025
Opening​~​Bombing Mission (Final Fantasy VII),Distant Worlds: Music from Final Fantasy,04uEX0wzsnA5UcaEtxcbal,Nobuo Uematsu,3V79CTgRnsDdJSTqKitROv,0hEExwWtYKCAKdUXRCZ4JV,47.0,243293.0,0.0512,0.246,0.0,0.316,9.0,0.158,-9.295,0.759,0.941,0.575,64.305
Halo,Halo: Original Soundtrack,6GSXmRwERX2erR5xuLTajj,Martin O'Donnell,5oERdzrfb6kmNMzPNINZib,0htrx26DcVDcyXErXyJsTo,4.0,262160.0,0.0444,0.0374,1.0,0.0976,0.0,0.312,-14.271,0.255,0.884,0.419,96.134
Pokémon®,Level 3,2KHrrZCAkI8HOIJpOqLzET,Video Games Live,6dZAVi5PugDwlAnH8KMEGl,74RXECEEdc945gowRY4ebj,50.0,254747.0,0.0446,0.255,1.0,0.155,10.0,0.307,-8.468,0.243,0.922,0.635,106.927
God of War,God of War (PlayStation Soundtrack),3AieuV7WztobSMYG86Hdez,Bear McCreary,2ifvIECHAlEgPMBuBOJ0lG,6ZMwwuUOx8kefl32gWOjtY,60.0,246626.0,0.0357,0.144,1.0,0.102,8.0,0.202,-10.112,0.291,0.94,0.44,143.847
Crash Bandicoot Main Theme,Music from Crash Bandicoot N. Sane Trilogy,2erZbQwABnyWVwQ8FK0UAb,Vicarious Visions Audio,57McP1QXbAqhD2M1oQICzB,73gyiXLAKUUtX8sAiE2gGV,44.0,48630.0,0.0555,0.584,0.0,0.106,5.0,0.74,-8.327,0.311,0.801,0.963,152.496
Dragonborn,The Elder Scrolls V: Skyrim: Original Game Soundtrack,25r7pEf31viAbsoVHC6bQ4,Jeremy Soule,77yY2QmM6bYvjJ3y5L2R0v,2gaZJDgE71VL9PzzUUlpMg,60.0,235636.0,0.0539,0.13,0.0,0.111,11.0,0.413,-13.311,0.895,0.685,0.482,66.766
Super Mario Bros: Theme,The Greatest Video Game Music,3bBCofH4VxHokZ6fRCgbGx,Koji Kondo,1CRvJnCbPjgx0xmBdoex0c,5sDx7tlKik6y6k2wfCnrxL,45.0,252095.0,0.0433,0.297,1.0,0.0948,0.0,0.277,-14.339,0.908,0.703,0.281,167.51
Finding the Pattern,Everybody's Gone to the Rapture (Original Soundtrack),0gmge9DFfEc5VSi87yiXyM,Jessica Curry,7maqsg42XWKV2TOwesH5YF,4u2qyRFTBYm3Se02t0Ki7d,42.0,240120.0,0.0449,0.0383,1.0,0.124,5.0,0.146,-16.92,0.808,0.648,0.154,143.625
Legend of Zelda: Suite,The Greatest Video Game Music,3bBCofH4VxHokZ6fRCgbGx,Koji Kondo,1CRvJnCbPjgx0xmBdoex0c,5VuHhNAOSsCxF6ltddkEUm,47.0,261168.0,0.0381,0.0586,0.0,0.0884,7.0,0.221,-11.84,0.837,0.812,0.368,107.637
Nascence,Journey (Original Video Game Soundtrack),0ndOKj9ShVUgDc2UiR8b2M,Austin Wintory,3Rwlus4QnnBSnTe8pJV0rw,6zcP5A5Xv6bvCUpwXrswKa,55.0,106960.0,0.0418,0.0374,0.0,0.126,11.0,0.203,-18.029,0.936,0.935,0.112,72.483
Demacia Rising,The Music of League of Legends Vol. 1,4pg51OJaG6MGlpRFxWWLpr,League of Legends,47mIJdHORyRerp4os813jD,6Q6G9OIyiehtUDmSOGCLCF,50.0,247666.0,0.045,0.0388,0.0,0.098,9.0,0.111,-11.836,0.758,0.922,0.501,81.174
Legion of Dawn,Anthem (Original Soundtrack),6Dh6CBAsa6sDFKAeFfbGlU,Sarah Schachner,692KvxElsJHIJQCS6Eoc32,4fFXTt4Lb1SVVQucRgA2Pg,42.0,226746.0,0.0391,0.0595,0.0,0.0877,2.0,0.16,-17.189,0.716,0.937,0.22,62.564
Overture: Lore,The Last Guardian Soundtrack (Japan Deluxe Edition),4cTewzrku9xOpNPXOZ4jVo,Takeshi Furukawa,1nmiCVZ0sfOQm43MGc9wr5,3ITCrEvmcuQOnmy4g1TZY5,35.0,186733.0,0.0388,0.0353,1.0,0.0861,6.0,0.177,-25.262,0.854,0.906,0.0699,85.188
Plague Tale,A Plague Tale: Innocence (Original Soundtrack),2wD6ibumlAybToO5Mpy9pK,Olivier Deriviere,2CXwRGFTYdcEAI44NT7qDR,6M8tbJM72TgAKXcxXTgtxQ,36.0,136093.0,0.0392,0.0659,0.0,0.125,7.0,0.0689,-18.538,0.729,0.481,0.108,75.713
First Steps,Celeste (Original Soundtrack),5OZHQ7KG8k04IOkF50fACO,Lena Raine,3Ww8GMbCDMAGwJJ2hd7z7z,03EyMyy76ZYLUh3lvGrNgE,48.0,218708.0,0.0259,0.0884,1.0,0.158,0.0,0.546,-7.874,0.379,0.0579,0.635,90.011
Ash,Concrete Genie (Original Soundtrack),0rULbExFiSqcH1PrsZNfap,Sam Marshall,4NsihZ0Z3B9rZop5mvhAYW,0fBV29NgodV4RWnhXDssB5,37.0,141424.0,0.0571,0.0936,1.0,0.15,1.0,0.368,-20.403,0.674,0.857,0.217,74.581
Geralt Of Rivia,The Witcher 3: Wild Hunt (Original Game Soundtrack),5GAHLnlyZGLpOSdYI1tQ3R,Marcin Przybyłowicz,07vycW8ICLf5hKb22PFWXw,0Pfdg72l2kQsh4sQHMRSbv,5.0,141993.0,0.0505,0.0424,0.0,0.112,4.0,0.267,-13.332,0.535,0.948,0.535,85.015
Under Construction,The Sims (Original Soundtrack),7ycdCSJkou3lE7MLECIgz5,Jerry Martin,7mJJmg0hu5eLrF8gNZ4YAZ,5RwEwvUrQz1K4JqdIoZxWZ,43.0,288876.0,0.0389,0.486,1.0,0.12,0.0,0.425,-15.063,0.793,0.893,0.411,99.485
"Gris, Pt. 1",Gris (Original Game Soundtrack),2YMWspDGtbDgYULXvVQFM6,Berlinist,6EUPmAvpY341eXZwJVy6dn,3m7ieZFPvfPARawHCs3Mjj,44.0,156000.0,0.0425,0.0392,0.0,0.0984,5.0,0.166,-14.797,0.0478,0.734,0.119,136.412
Sogno di Volare (“The Dream of Flight”),Sogno di Volare (Civilization VI Main Theme),3Mlu8nz19IlADr2IK85VJa,Christopher Tin,60B2BBjn6yEQEl8XLYMZU2,1miPwGI7xUKfHj6vIpMfP3,51.0,233053.0,0.0332,0.173,1.0,0.097,8.0,0.346,-9.59,0.875,0.938,0.64,64.949
Within The Embrace - Part 2 - Out Of The Embrace,Horizon Zero Dawn (Original Soundtrack),5ZAaYcFudS0BtKhWJqeMCH,Joris de Man,7FzXqfhbeFzALmcyi1j90U,6jWSolnGkGsUNh6N5Gmrjd,39.0,261333.0,0.035,0.0329,1.0,0.0927,5.0,0.174,-21.655,0.523,0.905,0.201,88.183
"Fabula Nova Crystallis (From ""Final Fantasy XIII"")",Distant Worlds III: More Music from Final Fantasy,0jQi3Ed1ujzx8K12u9DIr6,Masashi Hamauzu,63aGIPDyyk7J6s68Yy8vf5,0jJwod2HN9wpPEv6Io1wfa,43.0,174053.0,0.0393,0.0623,1.0,0.105,0.0,0.0595,-20.36,0.745,0.659,0.139,50.682
Waltzing on Rooftops and Cobblestones,Assassin's Creed Syndicate (Original Game Soundtrack),04djbQW5lHF6ZMcZQs0jBf,Austin Wintory,3Rwlus4QnnBSnTe8pJV0rw,5wc6TcHF6a44wTCKhkzEV3,38.0,291348.0,0.0398,0.608,0.0,0.0734,4.0,0.525,-11.405,0.821,0.651,0.419,114.594
Arabia (The Medieval Era),Sid Meier's Civilization VI (Original Game Soundtrack),6ERIx2c5kFBBFj6CEI7BWd,Geoff Knorr,1OFCjpSAsyIOWWzIAYb3OI,5iujP4oGYJCAacXaQHHJs2,38.0,206912.0,0.0252,0.783,0.0,0.102,2.0,0.619,-13.777,0.896,0.964,0.415,99.995
Days Gone,Days Gone (Original Soundtrack),2koUTJvJTFzOs8mresqtle,Nathan Whitehead,1H74HYtrgoflUgbNupSbdP,0o2Sdhds3vTjXRfJZBTzLm,46.0,221053.0,0.0361,0.056,0.0,0.0828,2.0,0.0917,-16.68,0.579,0.84,0.26,80.994
Pilgrims On a Long Journey,Child of Light,2Gy2IQbKCWP3ax77OVQk3r,Cœur De Pirate,2eRNMtoi82UZUuaL6naDjA,3ZuXIVoa0q3D21CJY4ZLjd,50.0,211546.0,0.0413,0.177,0.0,0.121,7.0,0.297,-16.522,0.993,0.832,0.18,75.265
Prologue (feat. Julie Elven) - Part 1 - Motherland,Horizon Zero Dawn (Original Soundtrack),5ZAaYcFudS0BtKhWJqeMCH,Joris de Man,7FzXqfhbeFzALmcyi1j90U,0KApFwJKlOknXLLt8mDEmi,49.0,329409.0,0.044,0.0345,0.0,0.0993,5.0,0.0723,-20.647,0.916,0.256,0.122,78.334
Save Room,Resident Evil 2 Original Soundtrack,2zyghKqvMQ5guwNLsnkMp2,Masami Ueda,4Zc9ID5YsCSgTf2l00RmiU,3zudlPMpi7uCXuaAQiyd9D,37.0,41704.0,0.0364,0.0335,0.0,0.0833,7.0,0.211,-28.607,0.894,0.846,0.0484,65.867
The Talmberg Theme,Kingdom Come: Deliverance (Original Soundtrack Essentials),0XvTyYwQQhNXYFPbsCzmrg,Jan Valta,3refNRo1fb7DLZi9rGUEo9,7ioM26e9pVTOkrFJEXkROr,37.0,67915.0,0.0373,0.0386,1.0,0.28,8.0,0.114,-13.231,0.923,0.943,0.28,64.07
Introduction,Cuphead (Original Soundtrack),3jQ7eqotwovipeZ3j3rMqu,Kristofer Maddigan,2jR6Lr47O21Iq7l5Bs2mig,2ufr0Gs4OWL1Uo22EsJDSx,42.0,211706.0,0.0923,0.609,0.0,0.132,4.0,0.645,-6.533,0.338,0.108,0.724,148.164
One​-​Winged Angel (Final Fantasy VII),Distant Worlds: Music from Final Fantasy,04uEX0wzsnA5UcaEtxcbal,Nobuo Uematsu,3V79CTgRnsDdJSTqKitROv,7GBP9vqKB9o9wcQrkblICD,50.0,265573.0,0.0405,0.249,0.0,0.297,2.0,0.497,-8.241,0.869,0.0386,0.525,122.643
(Theme From) Red Dead Redemption,Red Dead Redemption Original Soundtrack,22H5XKyHXkxHbty4jtBibg,Bill Elm & Woody Jackson,4bvAYuLthEXwoUpNhCc15S,2cnhi0n4UMWCXQIEaVjnm5,49.0,338240.0,0.0327,0.28,0.0,0.099,9.0,0.426,-11.824,0.687,0.952,0.502,129.97
Aurora,The Elder Scrolls V: Skyrim: Original Game Soundtrack,25r7pEf31viAbsoVHC6bQ4,Jeremy Soule,77yY2QmM6bYvjJ3y5L2R0v,2jd20t5nkaFrEbTPJNXDzi,50.0,441463.0,0.042,0.0309,1.0,0.101,6.0,0.145,-26.989,0.978,0.904,0.0517,138.785
Journey (feat. Kronos Quartet),Destiny 2 (Original Soundtrack),6EuwzfvfcEA1X8fODjFhhJ,Michael Salvatori,7Ir0wjCeuhkHUyPAfNJi2X,5P68xT9dqkleXVVtdIJPXo,52.0,437173.0,0.0824,0.0663,0.0,0.15,7.0,0.351,-12.712,0.153,0.953,0.643,142.066
Timber Hearth,Outer Wilds (Original Soundtrack),1U0A6RPNJB05PtuBcaTM7o,Andrew Prahlow,0z4uBJEzO1dJy57Qk5UYt8,3BIf974vl0lIEo3EY1XvD1,39.0,204957.0,0.0308,0.102,1.0,0.0835,3.0,0.428,-10.131,0.766,0.901,0.314,96.213
Tomb Raider Theme,The Tomb Raider Suite,3xfTmsqB82eFdMfKSA9YdH,Royal Philharmonic Orchestra,0MvSBMGRQJY3mRwIbJsqF1,2dEmQ9nsLbLaztypZxG78f,38.0,193840.0,0.0433,0.0395,1.0,0.0933,5.0,0.0775,-25.288,0.976,0.948,0.0605,68.111
Ezio's Family,Assassin's Creed 2 (Original Game Soundtrack),09ixa10YNG75H0HDKbMAiZ,Jesper Kyd,3m6alJyeKYSCZ8078ttfaH,05UMQXFCsa9oPnLgfJHVyF,60.0,237900.0,0.0335,0.106,0.0,0.0682,2.0,0.375,-12.561,0.81,0.776,0.344,126.06
All the Earth,Everybody's Gone to the Rapture (Original Soundtrack),0gmge9DFfEc5VSi87yiXyM,Jessica Curry,7maqsg42XWKV2TOwesH5YF,1ObRVltzyUfuBbJsxGvCRs,46.0,103893.0,0.0451,0.0375,1.0,0.0915,0.0,0.212,-16.09,0.949,0.903,0.148,72.17
Super Mario Galaxy: Gusty Garden Galaxy,The Greatest Video Game Music,3bBCofH4VxHokZ6fRCgbGx,Koji Kondo,1CRvJnCbPjgx0xmBdoex0c,05XPxcgHp4I4CFlOhMnskS,46.0,229777.0,0.0368,0.32,1.0,0.294,1.0,0.249,-14.587,0.792,0.963,0.316,153.897
Free Money,Pikuniku (Original Soundtrack),3SeBXn9dP4sB58JNB4vUj8,Calum Bowen,5wYQONB131bvgeZ0dCloCo,7cCiRXG3WY0E3Wo0hD7srY,36.0,51500.0,0.0497,0.962,1.0,0.278,7.0,0.759,-9.77,0.0807,0.167,0.866,165.035
Light of Nibel (feat. Aeralie Brighton),Ori and the Blind Forest (Original Soundtrack),7xPc1OsC2R0siZKMlzRBIo,Gareth Coker,1I9Hqy4QnMyVhZwRM2r41B,79aotvPXTlHbZ8MvoxhqAE,53.0,259081.0,0.0373,0.054,1.0,0.172,9.0,0.248,-11.68,0.16,0.889,0.507,79.54
All Gone (No Escape),The Last of Us,2GFFxj8aR2XpwIMYanOPjh,Gustavo Santaolalla,4W3fa7tiXGVXl3KilbACqt,6zezOLouSWKEfMizbzcsad,50.0,174333.0,0.0437,0.0313,0.0,0.0961,4.0,0.14,-22.458,0.916,0.947,0.0739,141.524
City of Rome,Assassin’s Creed: The Best of Jesper Kyd,3wZlREjJIfZoXPskuiire7,Jesper Kyd,3m6alJyeKYSCZ8078ttfaH,6ZXa4Ztf2itEtbTRNUDYAP,37.0,333280.0,0.0298,0.0609,0.0,0.0894,9.0,0.341,-14.457,0.0953,0.864,0.189,74.014
Hymn of the Fayth (Final Fantasy X),Distant Worlds V: More Music from Final Fantasy,2GsWyD8lhE7lOjRSbqQPLD,Nobuo Uematsu,3V79CTgRnsDdJSTqKitROv,72LWO03wjiyCVqxrNUpx2V,36.0,108506.0,0.0434,0.0427,1.0,0.0871,7.0,0.27,-19.713,0.986,0.0352,0.102,115.669
Wind Guide You,The Elder Scrolls V: Skyrim: Original Game Soundtrack,25r7pEf31viAbsoVHC6bQ4,Jeremy Soule,77yY2QmM6bYvjJ3y5L2R0v,5K6HZ4t7rUb2VbZqmBPPfY,52.0,545268.0,0.0429,0.0359,0.0,0.11,2.0,0.132,-24.863,0.899,0.811,0.0861,71.243
The Light We Cast,Everybody's Gone to the Rapture (Original Soundtrack),0gmge9DFfEc5VSi87yiXyM,Jessica Curry,7maqsg42XWKV2TOwesH5YF,2pdGvz2IWaw0ST2mAafKno,37.0,190413.0,0.0448,0.0416,0.0,0.151,7.0,0.238,-18.435,0.993,0.0242,0.153,125.318
Assassin's Creed IV Black Flag Main Theme,Assassin's Creed 4: Black Flag (Original Game Soundtrack),76Sa34PcsBjp52vsjOd0Tz,Brian Tyler,109FvbnDVNag1UcJDVpFlr,6enLk2V2s0M6D6PGLjHxYv,57.0,133378.0,0.0563,0.319,1.0,0.0802,7.0,0.32,-12.207,0.0429,0.896,0.621,128.025
The Gapra Whitewood,FINAL FANTASY XIII Original Soundtrack,5GkUPRHDvq179CmE9zXh4g,Masashi Hamauzu,4xwBjyd53uiyfyUOkrpcvt,3b74h1zdaACqenzjNoe87z,37.0,164946.0,0.0335,0.241,0.0,0.101,2.0,0.227,-12.409,0.0634,0.814,0.513,98.609
Portal - Still Alive,Geek Wedding Collection,4tqry49v1BWqWczlFLNKZ0,Vitamin String Quartet,6MERXsiRbur2oJZFgYRDKz,32Ebc7DBeTkkPZmCWgjwcP,37.0,178000.0,0.0388,0.861,1.0,0.172,2.0,0.744,-10.639,0.955,0.00985,0.236,120.035
Aloy's Theme (feat. Julie Elven) - Part 1 - Motherland,Horizon Zero Dawn (Original Soundtrack),5ZAaYcFudS0BtKhWJqeMCH,Joris de Man,7FzXqfhbeFzALmcyi1j90U,14Raww1VcizsEpQQpbEqbd,52.0,151124.0,0.0479,0.0392,0.0,0.11,9.0,0.0861,-19.117,0.644,0.883,0.261,169.147
Korobeiniki,Russia's Most Beautiful Tunes: The Stars of St. Petersburg,4edbR88lESCV93dr2fQ3ia,Stars Of St. Petersburg,7dhNSrp8upsw8ifn6baQEL,0Ifw1dsZ0fwI9HjQK58lWb,38.0,202360.0,0.067,0.862,0.0,0.122,2.0,0.58,-9.755,0.667,0.937,0.506,98.478
England (The Industrial Era),Sid Meier's Civilization VI (Original Game Soundtrack),6ERIx2c5kFBBFj6CEI7BWd,Geoff Knorr,1OFCjpSAsyIOWWzIAYb3OI,697Keoq5gB7W3xui3vBpG4,36.0,238919.0,0.0413,0.0382,1.0,0.108,2.0,0.169,-13.633,0.946,0.917,0.138,126.131
Main Theme of Final Fantasy VII (Final Fantasy VII),Distant Worlds II: More Music from Final Fantasy,1WUnKluVNj06DrGDAlsQyr,Nobuo Uematsu,3V79CTgRnsDdJSTqKitROv,1Op47dMLD73On4rNNNU3AW,44.0,403493.0,0.0383,0.0365,1.0,0.0941,2.0,0.109,-15.702,0.928,0.87,0.13,78.686
Adventure Found Me,Tomb Raider (Original Soundtrack),4wySbyHsEqSWvkMQlmR7lr,Jason Graves,0kZQLbj8h2SMVZHUJSbfBQ,4JFqLr1cF9jWwVOCdQ69wd,0.0,62000.0,0.0405,0.0389,1.0,0.0832,7.0,0.389,-17.042,0.843,0.136,0.323,140.037
Prelude and Main Titles,Never Alone (Original Soundtrack),01aAZS4vF5Rpe1ak4Ngcf3,Never Alone,00FJJnZ8342BcvhZvAQkOD,3XjWFz19CqI8IP1h5JdSdH,20.0,189910.0,0.0655,0.0748,1.0,0.193,0.0,0.188,-22.317,0.863,0.853,0.24,82.598
Leaving Earth,Mass Effect 3,4AqNrJQ3uSoonTUgvBQHMX,Clint Mansell and EA Games Soundtrack,2gBmYs1LglQFCBMGeiXPDw,1LpFMCykhFSQPWzNgxcvFs,0.0,123720.0,0.0369,0.142,0.0,0.1,4.0,0.179,-14.298,0.699,0.976,0.277,75.791
The Last of Us,The Last of Us,2GFFxj8aR2XpwIMYanOPjh,Gustavo Santaolalla,4W3fa7tiXGVXl3KilbACqt,285ieonEuLkll3zknYK2TY,61.0,183533.0,0.0305,0.352,0.0,0.098,4.0,0.574,-12.392,0.867,0.928,0.468,154.626
Main Title,Fallout 3: Original Game Soundtrack,5eikNDtOsRBp4npSO9nFOJ,Inon Zur,5tzixIjD4uBPCqZTljYvQi,3ynOh82NOks4d4YcKkcrnt,37.0,124969.0,0.0544,0.12,0.0,0.109,2.0,0.232,-12.394,0.842,0.848,0.55,123.994
Arkham City Main Theme,Batman: Arkham City (Original Video Game Score),1TXy0eNffZssA66lDpoAPL,Nick Arundel,28nfdxDKC9hymmAjsfrdIP,1m73S45l5u5Al1jQCNBVsf,49.0,167560.0,0.0516,0.0788,1.0,0.0863,1.0,0.219,-13.862,0.449,0.667,0.535,94.965
Further,Far Cry 3 (Original Game Soundtrack),2AxcQVfBSBQzozMlX8yVxv,Brian Tyler,109FvbnDVNag1UcJDVpFlr,5SWI7JbAwfTPgs0cuorR7H,42.0,244187.0,0.0347,0.035,0.0,0.109,9.0,0.146,-10.622,0.0854,0.884,0.285,89.975
Elder Scrolls: Oblivion,The Greatest Video Game Music,3bBCofH4VxHokZ6fRCgbGx,Jeremy Soule,77yY2QmM6bYvjJ3y5L2R0v,7aENwq13lwx4TLLNRDxr5P,45.0,112761.0,0.0351,0.163,0.0,0.119,2.0,0.25,-15.153,0.881,0.927,0.229,169.858
Little Goth,Celeste (Original Soundtrack),5OZHQ7KG8k04IOkF50fACO,Lena Raine,3Ww8GMbCDMAGwJJ2hd7z7z,7kRhTYK65nX3YXEvrKFykP,42.0,178208.0,0.0426,0.0659,0.0,0.293,9.0,0.324,-22.371,0.987,0.717,0.0462,176.655
Shadow of the Colossus®,Level 3,2KHrrZCAkI8HOIJpOqLzET,Video Games Live,6dZAVi5PugDwlAnH8KMEGl,7azgc6j5E6XhEDAfwW3Zrr,43.0,182855.0,0.0537,0.112,0.0,0.201,4.0,0.403,-9.911,0.0548,0.95,0.572,130.163
9999999,Portal 2: Songs to Test By (Collectors Edition),21MOM5nRM9SjIsonoOGY4Q,Aperture Science Psychoacoustic Laboratories,7d58WZ8qQHy2Sm5p52V2NP,4vdsb4vl6VtGmUwFteOeWA,33.0,192426.0,0.0448,0.0533,0.0,0.0993,2.0,0.277,-17.783,0.956,0.949,0.419,169.918
Skalitz 1403,Kingdom Come: Deliverance (Original Soundtrack Essentials),0XvTyYwQQhNXYFPbsCzmrg,Jan Valta,3refNRo1fb7DLZi9rGUEo9,1GraDYg4bSZYIV7AOqc1ls,37.0,141000.0,0.0406,0.0425,1.0,0.109,9.0,0.184,-12.002,0.924,0.918,0.238,122.47
Baldurs Gate - Dark Alliance II Suite,Level 6,2b9daOaMCfRAJD2xFUX6PD,Craig Stuart Garfinkle,63fL5uSyFfXGDxZkHqd147,44BedjSe0sQGhoZ3YwflNL,33.0,378666.0,0.0376,0.0774,1.0,0.0596,1.0,0.121,-10.195,0.687,0.928,0.456,179.867
Saber's Edge (Final Fantasy XIII),Distant Worlds V: More Music from Final Fantasy,2GsWyD8lhE7lOjRSbqQPLD,Masashi Hamauzu,63aGIPDyyk7J6s68Yy8vf5,6yt8SuNkqup43idePXmKt2,36.0,255493.0,0.0333,0.223,0.0,0.0807,9.0,0.44,-7.756,0.819,0.934,0.586,156.008
Welcome Aboard The U.S.G. Ishimura,Dead Space,0APOiX6fWqcHybQzssumck,Jason Graves,0kZQLbj8h2SMVZHUJSbfBQ,7dLtnUKOtrZ3CvQ3SMkpg8,0.0,321093.0,0.0602,0.037,1.0,0.232,5.0,0.0931,-15.409,0.646,0.886,0.302,77.429
Main Menu Theme,Deus Ex: Mankind Divided (Original Soundtrack - Extended Edition),25GRjj22i6F8vkPE4KXAmE,Sascha Dikiciyan,65YBQ4pwg4KoGm6USqfxnu,2y0d59j1XRMHhGJUCaESAf,0.0,217106.0,0.0342,0.0349,0.0,0.13,7.0,0.149,-17.064,0.532,0.968,0.287,78.996
The Orb Of Dreamers,Little BIG Music: Musical Oddities From And Inspired By Little Big Planet,63XHHwjqDPhXrDlbRMvGjc,The Daniel Pemberton TV Orchestra,545GoPyuY6bF37QY9BXDZc,17A0HiJjuQwZuTAzLekMeP,38.0,151000.0,0.0352,0.119,1.0,0.088,0.0,0.429,-15.212,0.64,0.975,0.319,120.012
Title Theme,Fable Legends:The Rosewood,1FdHeXxHiE06U5anAfv4H2,Russell Shaw,5wuYDMU4DPsiqWaB8QBZU5,7xiqFMenX3KY3kINA88d8Q,37.0,255687.0,0.0359,0.0392,1.0,0.0769,8.0,0.16,-23.948,0.944,0.925,0.0622,144.65
Rogue,Diablo II Original Soundtrack,7tqcyvjNAziHZYSMXzUPFu,Matt Uelmen,0SpUOAVh9SJwJ7GNRPXqsI,5ZY2g015fOn4JbZEgz4V1G,45.0,178520.0,0.0392,0.0431,0.0,0.318,7.0,0.103,-14.33,0.228,0.936,0.238,73.652
Psycho,Psycho,0rIW57gkphmNUkwgSVzDzD,Ghastly,2Sa4c9qKaI7ILJs8D6gUCh,0x66nbDEEZtWx4qJdILucR,58.0,260172.0,0.506,0.171,1.0,0.422,2.0,0.41,-1.537,0.0161,0.000238,0.985,144.962
A Place To Rest,A Place To Rest,5UmejEo6VMeDhHErRR2OKO,Ducky,5e1I1C0g7epGwRxDGZ4tt9,3hhsVI5yiHgaNzGfj8ZqoK,42.0,195200.0,0.0816,0.0872,0.0,0.091,7.0,0.305,-3.811,0.543,0.000113,0.921,150.153
Pop Dat,Pop Dat,0E7huAde9Bpo7SUbvixIND,4B,0LIl9fjMPEZp8UDiL8Yuo4,5mvXiroNv8swMbCaKOwuuN,58.0,224052.0,0.319,0.573,1.0,0.0939,1.0,0.63,-4.61,0.00441,0.0218,0.851,150.054
Photoshop,The Art Of Gore,73oTdHR3qgVaOfTZILXfHK,Borgore,7u160I5qtBYZTQMLEIJmyz,0pCTQFbl7MNYO048xP53wZ,43.0,171200.0,0.0385,0.273,0.0,0.386,2.0,0.543,-2.995,0.045,0.0,0.673,75.018
Far Away,Far Away,5jvfnbbTX5bvw5QqRaA8nR,Slushii,41rVuRHYAiH7ltBTHVR9We,6XMOFJSLapzU6KtBdRsH1J,57.0,208000.0,0.0406,0.192,1.0,0.196,10.0,0.582,-2.758,0.385,0.00912,0.948,149.971
Take Me Over - Aweminus Remix,The Greatest Remix Album Of All Time,4fwMwNpfD3ZoAtTF5dGzGF,Dodge & Fuski,6SJnjpekgnONgNtxKeMP8m,2B2La68bEujLYqtyQtrQj4,36.0,263432.0,0.257,0.467,1.0,0.437,4.0,0.677,-0.954,0.000247,0.0,0.872,87.467
XODUS,XODUS,1yajWmeRLEXaocOgF2fkE9,Famous Spear,30QzUT0paOqthrO79lh3Re,6nVScEqrD4Ne1RQndXRCiE,32.0,230452.0,0.0544,0.256,0.0,0.181,6.0,0.516,-5.337,0.0026,0.598,0.935,150.029
YOUR HEART,ANTI-SOBER,0CC64NUfD1WQSdXyqvX7hL,Türküm,6OmEJA1myxyRYNgU016xHY,2TdDxE7ovc35zjARjRUzcE,39.0,121700.0,0.0796,0.396,0.0,0.131,0.0,0.315,-3.33,0.00171,0.00221,0.928,75.351
Make Some Noise,Make Some Noise,5wxPnJO7PwACktaORpTFqC,Cesqeaux,1EAFXic0Cfiwpe7nSuTrGL,5n88yycTlaG9VWHiL7oQJ9,42.0,140470.0,0.0433,0.255,1.0,0.254,2.0,0.641,-4.786,0.0634,0.522,0.726,169.958
Watch Yo Back,Watch Yo Back,231bgjquAFbROlNA99Pcq2,Slushii,41rVuRHYAiH7ltBTHVR9We,1Oq9ye9mra9Bvk3ZyXk7eO,52.0,185604.0,0.0604,0.819,1.0,0.062,11.0,0.721,-1.443,0.00599,0.0594,0.934,150.013
Earthquake,Joytime III,662MMKEWOxGXbPXQIcgBlW,Marshmello,64KEffDW9EtZ1y2vBYgq8T,2W9QUD9YJ4SERyzu25IwbU,63.0,148000.0,0.104,0.432,0.0,0.153,11.0,0.453,-4.734,0.0162,5.94e-05,0.968,75.102
Butterfly Effect,Carte Blanche,2MFS6WG6jnPAgvJpV3PehR,DJ Snake,540vIaP2JwjQb9dm3aArA4,6lg0Md3xQ7U5EYAcsnysiv,59.0,204800.0,0.0386,0.0387,0.0,0.537,5.0,0.224,-7.276,0.00407,0.252,0.644,149.822
Wash Away,Wash Away,1MEE1GuhFuSiCWSC2ho3HY,Duumu,6q8cRPrSLahGAZSVnjIYjF,5Hgh63s66Qzo9IMdJvppST,42.0,208111.0,0.0362,0.126,0.0,0.0952,5.0,0.465,-4.362,0.171,0.000703,0.718,142.942
Ichor,Ichor,74OMX8iqmqhXPdKFiHG7EB,SVDDEN DEATH,2u01kCKA5wDvvztuH8lyT0,7llBnNJt8cCDyWIpRmW7Gs,49.0,240000.0,0.253,0.335,1.0,0.211,1.0,0.67,-1.237,0.0213,0.00163,0.943,140.095
Stronger,Stronger,1sf6fIA9xywLBVsKbYz0sJ,TheFatRat,3OKg7YbOIatODzkRIbLJR4,0iTI5FTB9iEUtcMdx9YyZS,66.0,205500.0,0.0344,0.513,0.0,0.0769,6.0,0.673,-3.814,0.0658,0.0587,0.916,160.025
